Decade,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms
1990,0.831,0.697,1,"-3,821",0.0339,0.0185,3.49E-05,0.848,"109,344",216573
1990,0.615,0.88,0,"-8,499",0.0411,0.0386,0.00371,0.707,"139,001",308107
1990,0.633,0.518,11,"-13,152",0.0656,0.0929,1.52E-05,0.568,"156,966",306200
1990,0.598,0.56,6,"-7,401",0.0278,0.0429,1.20E-05,0.775,"179,529",289933
1990,0.703,0.838,7,-9,0.0451,0.241,0,0.834,"120,503",234600
1990,0.824,0.555,1,"-10,309",0.166,0.114,8.47E-05,0.728,"99,576",215640
1990,0.446,0.559,4,"-8,319",0.0285,0.388,1.78E-05,0.372,"145,419",240173
1990,0.578,0.515,11,"-9,541",0.0347,0.05,0.0268,0.302,"112,879",216733
1990,0.66,0.873,10,"-6,952",0.0461,0.0152,0.00324,0.864,"111,872",332307
1990,0.41,0.468,11,"-8,177",0.0553,0.298,1.19E-05,0.475,"177,508",320027
1990,0.803,0.806,0,"-7,805",0.265,0.00763,0.00536,0.618,"94,993",289907
1990,0.674,0.855,2,"-8,373",0.0697,0.0072,0.00335,0.567,103,275027
1990,0.646,0.872,11,"-8,586",0.0371,0.000761,0.0568,0.0391,"120,093",282053
1990,0.3,0.387,10,"-15,321",0.0331,0.264,0.215,0.137,"160,587",291600
1990,0.9,0.619,4,"-6,518",0.312,0.203,0.00156,0.864,"94,121",236800
1990,0.762,0.863,7,"-4,124",0.0472,0.0869,0,0.57,"100,003",213600
1990,0.818,0.401,6,"-8,428",0.0401,0.0179,0.00189,0.8,"90,051",261827
1990,0.575,0.874,9,"-7,352",0.0446,0.00527,0,0.61,"132,418",239333
1990,0.715,0.833,2,"-5,379",0.108,0.00631,0,0.612,"95,487",213093
1990,0.482,0.301,10,"-10,341",0.0273,0.722,0.0012,0.0692,"139,853",211293
1990,0.5,0.824,4,"-5,846",0.0388,0.00016,0.00161,0.539,"120,125",218920
1990,0.945,0.67,5,"-12,821",0.222,0.631,0,0.599,"99,357",247227
1990,0.884,0.464,1,"-12,876",0.222,0.000925,4.36E-06,0.868,"132,172",244867
1990,0.77,0.596,7,"-12,194",0.0527,0.0122,0.00311,0.93,"112,107",281800
1990,0.608,0.569,6,"-5,835",0.0283,0.123,0,0.346,"72,076",314538
1990,0.452,0.909,9,"-3,977",0.0366,0.0313,0.0603,0.805,"124,623",225787
1990,0.509,0.833,7,"-5,337",0.0597,0.0398,0.00257,0.569,"79,935",330667
1990,0.471,0.617,8,"-8,394",0.038,0.0522,0,0.491,"182,323",210307
1990,0.511,0.727,2,"-10,372",0.0354,0.0534,1.09E-05,0.708,"166,103",246240
1990,0.626,0.134,6,"-14,898",0.0298,0.467,0,0.239,"91,893",334107
1990,0.742,0.258,3,"-11,885",0.0339,0.451,0,0.476,"82,576",322142
1990,0.819,0.764,0,"-11,964",0.032,0.0207,0.0133,0.946,"121,473",253867
1990,0.343,0.81,7,"-8,082",0.0401,0.0338,0,0.485,162,194000
1990,0.685,0.38,8,"-11,219",0.112,0.373,0,0.87,"175,562",252267
1990,0.785,0.295,8,"-9,163",0.0569,0.0677,0,0.584,"81,115",203760
1990,0.673,0.427,2,"-10,131",0.248,0.602,0.000663,0.444,"84,127",359493
1990,0.801,0.875,7,"-9,705",0.0995,0.00366,0.425,0.637,"91,983",263053
1990,0.589,0.696,8,"-8,109",0.034,8.65E-05,3.43E-05,0.938,"129,833",267000
1990,0.707,0.776,4,"-7,378",0.278,0.0195,2.05E-06,0.379,"91,283",321627
1990,0.654,0.835,11,"-6,522",0.0656,0.0905,0,0.965,"82,023",226293
1990,0.792,0.701,6,"-7,198",0.283,0.104,0,0.251,"103,888",324373
1990,0.567,0.512,0,"-8,831",0.0357,0.547,0,0.334,"130,269",252613
1990,0.712,0.723,7,-7,0.0377,0.426,0,0.867,"140,566",216173
1990,0.644,0.912,7,"-6,327",0.0436,0.00911,0.647,0.54,"114,289",202853
1990,0.562,0.481,0,"-8,753",0.034,0.583,1.10E-06,0.23,"139,743",261067
1990,0.642,0.448,5,"-10,418",0.0259,0.492,1.74E-05,0.299,"137,831",295347
1990,0.497,0.518,1,"-9,301",0.0262,0.126,6.40E-05,0.269,"144,103",274907
1990,0.85,0.513,7,"-10,663",0.0513,0.0624,0.00249,0.623,99,278333
1990,0.774,0.586,10,"-10,434",0.301,0.0234,0.000726,0.642,"85,075",265200
1990,0.712,0.773,11,"-4,595",0.271,0.0243,0,0.699,"100,409",234253
1990,0.623,0.787,4,"-8,519",0.0356,0.112,0,0.769,134,163773
1990,0.705,0.608,1,"-5,521",0.025,0.527,1.29E-05,0.731,107,215613
1990,0.59,0.666,4,"-4,047",0.0244,0.156,0,0.0743,"104,042",263800
1990,0.82,0.921,11,"-8,019",0.05,0.00291,0.83,0.628,"124,832",327587
1990,0.458,0.395,5,"-7,313",0.0263,0.242,1.16E-06,0.124,"140,011",228867
1990,0.369,0.948,2,"-3,923",0.0376,0.141,0.253,0.696,"94,459",240307
1990,0.66,0.604,5,"-8,318",0.0323,0.00646,0.0104,0.779,"91,671",222440
1990,0.563,0.524,6,-8,0.0225,0.432,0,0.252,"86,496",202333
1990,0.735,0.873,10,"-3,493",0.0402,0.025,3.27E-06,0.586,"108,021",224960
1990,0.682,0.555,6,"-6,349",0.0319,0.0225,0,0.511,"83,332",202227
1990,0.575,0.886,5,"-5,182",0.034,0.0647,0.000187,0.608,"96,308",244667
1990,0.749,0.874,6,"-3,981",0.0332,0.0853,2.66E-06,0.78,"117,776",262200
1990,0.685,0.852,2,"-7,324",0.0565,0.0613,0.000167,0.844,"105,026",252133
1990,0.743,0.675,8,"-4,267",0.0953,0.0251,0.000717,0.59,"92,909",214400
1990,0.583,0.276,2,"-12,912",0.0264,0.47,0,0.0486,"78,079",247627
1990,0.629,0.721,6,"-3,722",0.0277,0.502,0,0.651,"94,054",202533
1990,0.673,0.618,5,"-10,878",0.0649,0.152,0,0.649,"121,711",310800
1990,0.348,0.635,4,"-6,836",0.0386,0.0932,0,0.144,"87,974",306240
1990,0.447,0.725,6,"-9,902",0.0292,0.00106,0.0157,0.597,"116,286",151960
1990,0.674,0.659,8,"-8,049",0.0277,0.00156,0.00765,0.697,"99,768",243587
1990,0.846,0.72,11,"-7,096",0.0506,0.00495,1.69E-05,0.864,"133,657",233467
1990,0.838,0.452,11,"-15,219",0.0547,0.0509,0,0.708,"99,075",245030
1990,0.496,0.514,7,"-13,394",0.0274,0.0044,0.000106,0.388,"168,324",261000
1990,0.594,0.883,5,"-4,279",0.0451,0.329,8.33E-05,0.863,"89,997",239493
1990,0.816,0.913,5,"-5,042",0.0997,0.469,0,0.915,"124,578",194213
1990,0.562,0.593,5,"-9,362",0.0263,0.00327,0.00139,0.574,"80,289",253413
1990,0.628,0.426,5,"-8,084",0.0313,0.197,0.0011,0.529,"185,963",275533
1990,0.611,0.815,9,"-6,301",0.0356,0.0438,3.12E-05,0.7,"120,985",217933
1990,0.635,0.712,8,"-4,998",0.0283,0.0811,0,0.423,"91,024",257960
1990,0.612,0.804,7,"-7,275",0.0543,0.273,0,0.841,"80,771",220200
1990,0.479,0.795,4,"-6,408",0.0421,0.00236,0,0.432,"114,675",214107
1990,0.291,0.546,1,"-10,473",0.039,0.0247,0,0.203,"134,676",298293
1990,0.801,0.592,1,"-9,868",0.438,0.0522,0.00289,0.512,94,252613
1990,0.643,0.671,1,"-7,158",0.0296,0.0383,4.65E-05,0.26,"90,396",233493
1990,0.476,0.443,9,"-7,563",0.0282,0.105,7.97E-06,0.165,"72,888",282227
1990,0.666,0.521,9,"-10,993",0.0292,0.114,0,0.361,"105,223",222187
1990,0.588,0.149,7,"-16,728",0.0319,0.846,9.65E-05,0.113,"124,689",332960
1990,0.628,0.496,1,"-7,103",0.0233,0.242,1.20E-05,0.266,"85,523",262520
1990,0.89,0.575,5,"-5,729",0.302,0.053,0,0.916,"98,935",280680
1990,0.513,0.514,1,"-5,819",0.0274,0.255,0,0.216,"132,157",246987
1990,0.824,0.574,1,"-7,541",0.0324,0.308,0,0.781,"103,179",285760
1990,0.706,0.679,1,"-4,408",0.0305,0.759,0.000451,0.548,"115,377",257200
1990,0.593,0.786,4,"-3,596",0.0446,0.00216,0.000667,0.955,"103,761",188067
1990,0.522,0.628,11,"-9,618",0.22,0.033,0,0.226,"83,556",251400
1990,0.572,0.358,5,"-10,795",0.0244,0.36,0,0.279,"89,044",217800
1990,0.57,0.352,9,"-15,484",0.0311,0.324,0,0.318,"141,969",268600
1990,0.642,0.45,8,-10,0.0382,0.452,0.00152,0.187,"160,651",255267
1990,0.884,0.553,11,"-6,514",0.071,0.0284,6.30E-06,0.884,"104,931",240600
1990,0.827,0.847,2,"-6,089",0.222,0.0478,0,0.769,"91,278",261707
1990,0.679,0.886,1,"-6,437",0.131,0.00336,0.00027,0.629,"125,524",237067
1990,0.574,0.313,2,"-14,227",0.0537,0.0526,4.76E-06,0.496,140,290800
1990,0.78,0.342,1,"-7,582",0.0685,0.0679,6.45E-05,0.711,"82,979",274180
1990,0.723,0.865,5,"-10,517",0.0451,0.0358,0.51,0.875,"115,303",280000
1990,0.595,0.418,9,"-8,092",0.0308,0.568,1.27E-05,0.25,"138,069",218980
1990,0.597,0.832,11,"-6,687",0.0637,0.301,0,0.394,122,300560
1990,0.523,0.366,10,"-14,069",0.0331,0.498,0,0.291,"142,814",241507
1990,0.526,0.484,0,"-11,302",0.0254,0.448,0,0.276,"73,978",380400
1990,0.867,0.679,10,"-12,028",0.207,0.0336,1.59E-06,0.68,"101,293",243200
1990,0.579,0.925,0,"-2,217",0.044,0.155,8.85E-06,0.815,"114,288",228820
1990,0.608,0.583,4,"-9,727",0.0235,0.188,0,0.714,"82,227",223333
1990,0.587,0.396,7,"-14,701",0.032,0.102,0.00062,0.779,"81,265",329960
1990,0.828,0.657,0,"-6,958",0.201,0.0981,0,0.613,"125,567",325760
1990,0.922,0.733,8,-13,0.0624,0.0485,0.0865,0.861,"115,621",281267
1990,0.661,0.346,11,"-9,115",0.03,0.452,0,0.256,"129,752",263667
1990,0.814,0.938,6,"-5,557",0.0847,0.000703,0.415,0.576,"125,008",334304
1990,0.771,0.745,11,"-10,217",0.0904,0.0256,0.000374,0.599,"106,709",235200
1990,0.607,0.483,0,"-7,294",0.0257,0.671,0,0.252,"114,353",244000
1990,0.661,0.493,8,"-8,485",0.0326,0.217,0,0.201,"95,021",295800
1990,0.654,0.837,9,"-6,121",0.0455,0.155,0,0.778,116,238013
1990,0.573,0.929,11,"-5,996",0.082,0.00218,0.0723,0.284,98,289560
1990,0.649,0.747,3,"-4,695",0.03,0.0979,0,0.525,116,227387
1990,0.647,0.536,0,"-10,733",0.045,0.524,0,0.316,"125,222",333867
1990,0.662,0.891,3,"-7,245",0.0349,0.0103,3.64E-06,0.743,108,239267
1990,0.6,0.811,5,"-7,693",0.0788,0.0558,6.82E-06,0.622,"124,303",196116
1990,0.531,0.47,6,"-8,004",0.0331,0.571,0,0.246,"170,395",222667
1990,0.586,0.572,5,"-7,523",0.0398,0.137,0,0.563,"81,893",299027
1990,0.639,0.667,7,"-6,005",0.0272,0.226,0,0.744,"79,181",209040
1990,0.627,0.669,0,"-9,985",0.0412,0.211,2.72E-06,0.498,"94,029",245200
1990,0.712,0.787,9,-13,0.0475,0.0149,0.0274,0.864,"117,839",301440
1990,0.601,0.527,1,"-8,894",0.0246,0.601,0.000966,0.284,"105,953",274453
1990,0.729,0.688,3,"-7,468",0.0264,0.127,9.44E-06,0.671,"123,867",219600
1990,0.572,0.284,7,"-14,453",0.0269,0.528,0,0.244,"74,968",323000
1990,0.81,0.695,5,"-12,172",0.0755,0.00137,0.0142,0.603,"108,948",229107
1990,0.549,0.804,7,"-6,115",0.366,0.103,0,0.707,"190,479",201960
1990,0.602,0.821,2,"-8,844",0.0332,0.191,0,0.493,"126,085",251693
1990,0.538,0.763,5,"-5,238",0.0264,0.0742,3.54E-06,0.384,"100,837",265307
1990,0.662,0.605,1,"-9,475",0.0566,0.0552,0,0.545,"151,946",289467
1990,0.597,0.616,7,"-5,863",0.0271,0.333,0.0662,0.288,"114,774",268840
1990,0.499,0.594,9,"-6,328",0.0255,0.00866,0.056,0.171,"78,995",295067
1990,0.755,0.621,9,"-7,384",0.394,0.00965,0,0.621,"99,453",213034
1990,0.511,0.402,4,"-10,695",0.219,0.702,0.00014,0.503,"83,339",286800
1990,0.768,0.864,11,"-6,145",0.0324,0.101,0,0.891,"110,008",173027
1990,0.775,0.759,10,"-9,836",0.0735,0.137,2.32E-06,0.958,"99,591",256333
1990,0.581,0.88,4,"-7,794",0.0953,0.302,0,0.505,119,307107
1990,0.889,0.608,11,"-9,396",0.287,0.00134,0,0.569,"104,005",240107
1990,0.707,0.427,5,"-12,216",0.0701,0.339,0,0.542,88,284693
1990,0.728,0.613,7,"-12,704",0.0369,0.093,0.00419,0.521,"114,926",276893
1990,0.785,0.688,9,"-7,348",0.0385,0.019,0.3,0.835,"132,279",241693
1990,0.404,0.405,7,"-8,137",0.0295,0.747,0,0.386,111,232160
1990,0.658,0.711,2,"-7,424",0.0425,0.0759,1.77E-05,0.614,"172,365",284587
1990,0.729,0.881,5,"-5,024",0.0283,0.0231,0,0.963,119,182267
1990,0.834,0.871,10,"-6,972",0.0821,0.15,0.0721,0.835,"110,294",225840
1990,0.352,0.698,7,"-6,278",0.0303,0.0353,0,0.256,143,318533
1990,0.829,0.684,6,"-8,058",0.151,0.203,0.00202,0.765,95,288667
1990,0.734,0.864,2,"-6,119",0.303,0.022,9.94E-06,0.47,"105,933",231493
1990,0.595,0.717,0,"-4,803",0.0295,0.0779,0.00274,0.547,"88,969",215907
1990,0.519,0.517,1,"-7,531",0.0286,0.0537,0,0.344,"141,808",261827
1990,0.607,0.735,11,"-6,725",0.0295,0.0116,1.48E-05,0.536,"115,339",273333
1990,0.77,0.518,1,"-7,594",0.0351,0.00416,0.000429,0.65,"94,774",287440
1990,0.67,0.558,2,"-9,159",0.0251,0.238,0,0.63,"80,511",173493
1990,0.873,0.591,7,"-8,942",0.102,0.0788,0.0071,0.496,"123,091",301200
1990,0.765,0.831,7,"-6,522",0.0565,0.0894,0,0.809,"100,026",293106
1990,0.505,0.585,7,"-9,412",0.0289,0.0821,2.57E-06,0.47,"128,051",371173
1990,0.61,0.945,7,"-4,199",0.0322,0.0299,0.0229,0.918,"125,969",286800
1990,0.41,0.663,6,"-9,006",0.0274,0.0042,0.00277,0.794,"173,878",223693
1990,0.771,0.597,8,"-8,696",0.0347,0.284,7.09E-05,0.875,"119,972",228307
1990,0.758,0.896,9,"-3,311",0.0501,0.173,3.18E-05,0.797,"94,911",207027
1990,0.698,0.48,7,"-7,932",0.0392,0.378,0,0.345,"125,343",270893
1990,0.683,0.635,2,"-9,027",0.0323,0.00158,0,0.338,"110,926",184160
1990,0.568,0.505,2,-7,0.0236,0.459,1.36E-05,0.336,"76,938",201773
1990,0.656,0.746,8,"-5,379",0.0325,0.237,0,0.96,"140,865",159667
1990,0.841,0.856,1,"-8,324",0.0637,0.0138,0.000456,0.649,"124,386",335773
1990,0.726,0.667,8,"-7,576",0.058,0.136,0.858,0.584,"127,004",246013
1990,0.651,0.753,7,"-9,143",0.0456,0.216,0.000119,0.915,"87,052",245133
1990,0.863,0.543,6,"-13,497",0.13,0.0507,0,0.799,"106,929",213267
1990,0.652,0.498,11,"-6,201",0.0416,0.517,0,0.321,"120,144",324280
1990,0.567,0.983,5,-5,0.0427,0.0081,1.21E-05,0.717,"135,041",204733
1990,0.534,0.415,1,"-11,781",0.0278,0.314,0.000365,0.188,"173,561",411147
1990,0.762,0.646,10,-9,0.092,0.0105,2.14E-06,0.819,"95,992",330080
1990,0.705,0.673,6,"-8,347",0.0502,0.137,0,0.814,"103,809",249200
1990,0.545,0.812,9,"-5,672",0.0609,0.028,0.00111,0.785,160,245701
1990,0.737,0.804,1,-5,0.0297,0.188,5.43E-06,0.966,"117,105",172533
1990,0.709,0.804,11,"-9,903",0.069,0.00469,0.125,0.593,"109,975",317600
1990,0.706,0.727,5,-8,0.0317,0.0698,5.31E-06,0.903,"92,938",231093
1990,0.521,0.765,0,"-14,367",0.0912,0.0027,0.0419,0.0924,"135,025",235360
1990,0.571,0.604,0,"-14,474",0.051,0.000279,0.593,0.799,"150,019",378187
1990,0.595,0.927,0,"-4,643",0.035,0.00511,0,0.905,"126,779",228733
1990,0.856,0.963,4,"-8,084",0.0587,0.00101,0.0259,0.964,"136,533",253333
1990,0.753,0.488,10,"-8,259",0.0247,0.769,0,0.607,"97,943",258893
1990,0.731,0.505,5,"-11,334",0.0262,0.212,0,0.396,100,362467
1990,0.757,0.68,1,"-8,857",0.0338,0.0039,0,0.83,"97,381",315600
1990,0.619,0.527,5,"-9,376",0.0628,0.0692,0,0.242,"124,356",295600
1990,0.789,0.904,8,"-8,386",0.15,0.0377,0.00128,0.817,"115,719",241547
1990,0.528,0.919,9,"-7,005",0.0761,0.000446,0.00201,0.514,"159,197",251160
1990,0.739,0.951,1,"-8,863",0.0496,0.139,0.0062,0.551,"103,171",350000
1990,0.507,0.934,11,"-8,888",0.0553,3.52E-05,0.0253,0.417,"108,345",269053
1990,0.869,0.776,1,"-6,918",0.225,0.175,1.08E-06,0.771,"96,905",356840
1990,0.539,0.826,7,"-8,037",0.0276,0.00224,0.0451,0.669,"134,718",233400
1990,0.51,0.915,4,"-3,036",0.0562,0.00884,1.75E-05,0.459,"123,257",319227
1990,0.627,0.814,5,"-5,863",0.304,0.256,1.15E-06,0.799,90,300667
1990,0.561,0.51,8,"-12,175",0.0258,0.186,0.0575,0.719,"94,079",298427
1990,0.708,0.564,5,"-9,322",0.0266,0.182,0.00015,0.771,"109,491",259693
1990,0.51,0.808,6,"-8,649",0.0475,0.0281,0,0.738,"170,037",330307
1990,0.613,0.355,6,"-8,218",0.0247,0.567,0,0.129,"135,622",197667
1990,0.61,0.68,4,"-7,563",0.0437,0.297,0,0.774,"136,054",218613
1990,0.837,0.388,9,"-13,319",0.28,0.177,0,0.489,"139,997",247080
1990,0.481,0.523,0,"-6,518",0.029,0.566,2.72E-05,0.227,"103,643",302333
1990,0.644,0.785,4,"-6,118",0.0294,0.0281,1.19E-06,0.628,128,212360
1990,0.488,0.425,10,"-9,407",0.0262,0.333,0,0.233,165,251200
1990,0.535,0.702,2,"-9,804",0.0294,0.0888,8.54E-06,0.483,"93,083",326107
1990,0.789,0.352,10,"-14,022",0.143,0.224,0.00147,0.431,"87,894",266107
1990,0.684,0.687,0,"-6,393",0.0228,0.0631,1.29E-05,0.752,"91,201",286720
1990,0.722,0.661,2,"-8,236",0.0844,0.151,0,0.643,"126,007",228867
1990,0.375,0.507,7,"-13,372",0.0414,0.678,0.00139,0.475,"138,216",250507
1990,0.476,0.584,10,"-12,357",0.038,0.119,0,0.417,"88,026",255467
1990,0.608,0.494,4,"-12,211",0.0345,0.778,0,0.879,"112,421",160520
1990,0.654,0.924,2,-7,0.0969,0.00309,0.00231,0.506,"101,154",216107
1990,0.699,0.722,5,"-6,532",0.0735,0.158,0.000452,0.673,"197,562",252360
1990,0.604,0.493,7,"-11,134",0.0387,0.159,1.94E-06,0.408,"139,678",312693
1990,0.756,0.422,11,"-12,967",0.0292,0.0165,0.00183,0.487,"112,751",304133
1990,0.268,0.459,7,"-6,948",0.0346,0.378,0,0.172,"64,223",179200
1990,0.701,0.515,4,"-7,899",0.0326,0.23,0,0.232,"120,202",330720
1990,0.506,0.893,6,"-8,376",0.935,0.798,0,0.152,"57,082",208733
1990,0.441,0.538,9,"-8,597",0.0253,0.241,0,0.302,152,238267
1990,0.868,0.646,1,"-4,674",0.288,0.303,0,0.67,"88,641",304600
1990,0.363,0.528,5,-10,0.0305,0.0661,0,0.317,182,252867
1990,0.859,0.905,0,"-5,539",0.129,0.205,0.00825,0.73,"89,945",284160
1990,0.767,0.479,11,"-13,342",0.253,0.0621,0,0.833,"81,427",237493
1990,0.527,0.461,11,-8,0.0252,0.687,0,0.261,"107,836",339760
1990,0.705,0.439,6,"-10,246",0.0263,0.378,1.75E-05,0.65,"112,397",258893
1990,0.555,0.86,2,"-5,965",0.038,0.0386,0,0.468,"108,594",361307
1990,0.744,0.56,10,"-10,408",0.0383,0.00265,0.333,0.457,"95,005",258960
1990,0.745,0.771,4,"-8,231",0.0755,0.00104,0.387,0.752,"95,623",230187
1990,0.605,0.937,2,"-7,841",0.0621,0.1,0,0.617,"126,978",236933
1990,0.52,0.652,5,"-6,655",0.0274,0.34,5.49E-05,0.722,"80,609",258787
1990,0.626,0.735,2,"-8,475",0.093,0.349,1.78E-05,0.477,"99,701",244267
1990,0.665,0.991,7,"-6,725",0.256,0.0117,0.00392,0.0676,"152,596",413880
1990,0.532,0.405,1,"-11,516",0.0345,0.263,1.87E-05,0.337,"158,772",231760
1990,0.91,0.681,1,"-9,639",0.153,0.288,0.00477,0.7,"115,186",214307
1990,0.699,0.477,2,"-9,339",0.031,0.291,0,0.83,"118,382",185427
1990,0.588,0.149,7,"-16,728",0.0319,0.846,9.65E-05,0.113,"124,689",332960
1990,0.847,0.402,7,"-9,952",0.0641,0.0118,0,0.752,"99,693",259440
1990,0.555,0.698,0,"-8,874",0.0287,0.403,0,0.816,168,277267
1990,0.603,0.417,10,"-9,408",0.0273,0.282,0.000183,0.172,108,288507
1990,0.77,0.475,7,"-9,512",0.159,0.0557,4.81E-06,0.474,"82,511",261573
1990,0.577,0.764,2,"-9,617",0.0327,0.0688,0,0.732,"94,382",262600
1990,0.66,0.843,8,"-5,713",0.0305,0.236,1.03E-06,0.566,93,276400
1990,0.566,0.918,0,"-5,573",0.0448,0.000288,0.00077,0.22,"128,893",215400
1990,0.438,0.905,9,"-6,161",0.0419,9.44E-06,5.40E-05,0.723,"134,163",162667
1990,0.669,0.931,11,"-7,161",0.0488,0.000573,0.56,0.829,"102,079",223227
1990,0.724,0.779,9,"-10,036",0.037,0.102,0.00152,0.93,"123,934",218133
1990,0.635,0.614,7,"-7,165",0.197,0.0179,0.000201,0.736,"174,213",286400
1990,0.631,0.749,7,-8,0.0576,0.205,5.21E-06,0.437,"89,646",247627
1990,0.888,0.584,7,"-13,308",0.112,0.0389,3.25E-06,0.762,"104,704",334440
1990,0.711,0.667,4,-6,0.0258,0.218,0,0.777,"113,655",192267
1990,0.59,0.71,8,"-11,765",0.0358,0.0218,0.203,0.783,120,305707
1990,0.577,0.462,2,"-7,989",0.0279,0.128,0,0.258,"128,303",266973
1990,0.476,0.658,6,"-6,737",0.0281,0.2,0.00155,0.357,"97,527",279467
1990,0.559,0.862,7,"-7,819",0.0514,0.283,0.00106,0.434,"124,596",308747
1990,0.42,0.574,4,"-5,149",0.0292,0.238,0.000115,0.218,"170,549",275667
1990,0.641,0.43,1,"-13,314",0.0283,0.306,0,0.506,"137,807",265040
1990,0.707,0.5,9,"-15,198",0.0387,0.136,0,0.77,"117,997",320360
1990,0.745,0.771,6,"-6,416",0.278,0.207,6.69E-05,0.587,"91,146",242507
1990,0.682,0.579,2,"-6,526",0.101,0.467,2.21E-06,0.712,"76,915",278760
1990,0.85,0.742,4,"-7,747",0.0733,0.0338,5.13E-06,0.686,"118,808",215403
1990,0.516,0.733,7,"-11,341",0.0326,0.000373,0.00716,0.552,"98,006",226027
1990,0.522,0.769,4,-10,0.0383,0.123,0.00417,0.335,"114,959",232840
1990,0.623,0.646,5,"-9,888",0.0316,0.035,0,0.492,"121,301",227707
1990,0.714,0.826,11,"-8,668",0.0486,0.00661,2.29E-06,0.89,"118,174",282027
1990,0.543,0.43,7,"-7,483",0.0308,0.558,6.46E-06,0.277,"131,908",237693
1990,0.769,0.636,5,"-7,168",0.0443,0.119,5.90E-06,0.836,"136,709",248627
1990,0.664,0.644,6,"-10,631",0.0689,0.0581,0,0.855,"123,306",272293
1990,0.747,0.52,10,"-10,523",0.0357,0.0977,0.0537,0.601,"92,869",232773
1990,0.574,0.618,10,"-11,135",0.085,0.0122,1.08E-06,0.843,"92,024",319533
1990,0.584,0.444,9,"-11,424",0.0407,0.147,0,0.24,"117,987",297273
1990,0.532,0.0744,1,"-16,092",0.0355,0.949,1.22E-05,0.125,"117,131",270400
1990,0.472,0.485,8,"-8,412",0.0274,0.0655,1.76E-05,0.277,"138,788",213507
1990,0.858,0.609,1,"-10,695",0.113,0.0542,9.04E-05,0.478,"107,978",222840
1990,0.664,0.497,8,"-11,975",0.0344,0.302,0,0.645,"149,996",311133
1990,0.729,0.635,7,"-5,729",0.0298,0.578,1.88E-06,0.735,"80,618",269707
1990,0.745,0.645,6,"-12,039",0.151,0.133,8.97E-06,0.968,102,309200
1990,0.766,0.882,5,"-4,478",0.0719,0.0674,2.30E-06,0.544,"107,932",172467
1990,0.6,0.772,5,"-8,483",0.0444,0.37,4.46E-06,0.921,"79,059",265213
1990,0.697,0.608,4,"-10,976",0.0463,0.0295,0,0.725,"133,879",274533
1990,0.455,0.682,9,"-6,996",0.041,0.00142,4.96E-05,0.283,"177,997",270160
1990,0.478,0.267,3,"-12,184",0.0305,0.88,0.00017,0.289,"71,334",281960
1990,0.409,0.626,2,"-8,032",0.0363,0.556,0,0.305,"170,949",400358
1990,0.55,0.339,5,"-14,157",0.0295,0.531,0,0.301,"149,662",287267
1990,0.723,0.725,4,"-11,829",0.0654,0.104,4.06E-05,0.597,"106,002",287800
1990,0.796,0.638,7,"-3,923",0.11,0.00356,0.000209,0.583,"96,507",205600
1990,0.403,0.282,10,-8,0.0287,0.694,0,0.204,"128,113",227827
1990,0.665,0.887,7,-4,0.0328,0.00164,0.000957,0.908,119,197693
1990,0.774,0.722,9,-9,0.168,0.216,0,0.793,"99,267",210400
1990,0.643,0.43,4,"-11,694",0.0447,0.65,0,0.475,"131,846",242627
1990,0.709,0.782,7,"-3,438",0.227,0.262,1.64E-05,0.644,"94,168",224920
1990,0.951,0.51,1,-10,0.178,0.0468,3.04E-06,0.386,"103,065",343733
1990,0.685,0.547,11,"-12,417",0.0487,0.0306,1.05E-05,0.909,"77,509",289533
1990,0.678,0.656,7,-6,0.0381,0.00174,0,0.485,"123,207",257053
1990,0.637,0.875,10,"-6,292",0.0646,0.0131,3.37E-06,0.814,"92,027",273200
1990,0.49,0.354,7,"-14,953",0.0434,0.329,3.31E-05,0.424,"138,651",288267
1990,0.779,0.715,2,"-5,886",0.0368,0.297,0,0.621,"126,036",281747
1990,0.691,0.571,10,"-7,737",0.0347,0.0313,0.206,0.641,"92,528",293933
1990,0.848,0.896,1,"-3,871",0.323,0.223,0,0.758,"129,147",212547
1990,0.93,0.547,0,"-14,057",0.0607,0.00864,0,0.92,"107,086",226667
1990,0.543,0.257,7,"-14,322",0.0246,0.00483,0.359,0.271,"80,056",256507
1990,0.441,0.659,9,"-7,395",0.0315,0.35,9.90E-05,0.536,"102,464",214173
1990,0.677,0.845,2,-8,0.0379,0.0253,0.00102,0.639,"105,893",274747
1990,0.529,0.866,11,"-5,053",0.0391,0.0321,0.00117,0.759,"107,544",221187
1990,0.694,0.923,4,"-7,428",0.0382,0.185,0.00187,0.849,"127,144",241507
1990,0.563,0.866,7,"-8,861",0.0499,0.154,0,0.582,"125,884",259840
1990,0.694,0.881,1,"-4,053",0.0701,0.0153,0.0196,0.924,"121,554",231787
1990,0.437,0.723,1,"-7,013",0.0471,0.0884,3.91E-05,0.344,"139,765",251293
1990,0.36,0.881,0,"-6,815",0.048,0.0113,0,0.295,"84,861",348800
1990,0.798,0.744,7,"-5,328",0.136,0.33,0.000106,0.794,"82,356",260000
1990,0.743,0.787,6,"-8,722",0.0535,0.116,9.59E-06,0.752,"102,723",252027
1990,0.698,0.434,8,"-12,892",0.0272,0.166,0.000566,0.386,"130,295",353000
