Decade,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms
1980,0.641,0.821,5,"-8,783",0.0324,0.274,0.477,0.705,"161,143",302413
1980,0.568,0.512,7,"-11,447",0.0298,0.349,0,0.432,128,248707
1980,0.616,0.551,0,"-11,483",0.029,0.33,3.66E-05,0.42,"120,399",273600
1980,0.877,0.854,1,"-4,523",0.147,0.0544,5.50E-05,0.54,"114,472",298120
1980,0.684,0.784,7,"-5,365",0.0271,0.164,5.80E-05,0.775,119,262800
1980,0.684,0.92,5,"-2,698",0.0282,0.0437,0.104,0.966,"129,275",178427
1980,0.625,0.676,0,"-10,944",0.0321,0.091,0.000665,0.6,162,279107
1980,0.734,0.583,2,"-11,866",0.129,0.125,0,0.76,"109,935",230467
1980,0.605,0.823,2,"-10,363",0.04,0.0131,2.50E-05,0.708,"122,116",216200
1980,0.479,0.708,9,"-10,869",0.0283,0.109,0.0873,0.803,"130,172",311973
1980,0.889,0.855,2,"-8,437",0.152,0.136,1.95E-05,0.378,"115,039",409133
1980,0.268,0.98,11,"-5,958",0.103,0.0192,0.00709,0.395,"100,315",405600
1980,0.582,0.467,10,"-12,597",0.0391,0.12,0,0.879,165,270693
1980,0.631,0.932,5,"-4,142",0.0354,0.0436,0.137,0.971,"122,429",213067
1980,0.674,0.668,9,-10,0.0396,0.216,0.00244,0.543,"120,371",262840
1980,0.616,0.6,2,-10,0.0298,0.0765,0.000271,0.734,"131,198",347231
1980,0.53,0.265,2,"-16,775",0.0406,0.635,0.00159,0.353,"202,924",288227
1980,0.855,0.803,4,"-5,849",0.0316,0.342,0.00732,0.962,"114,867",271200
1980,0.405,0.858,4,"-8,106",0.043,0.00027,0.0237,0.563,"102,913",355040
1980,0.698,0.591,1,"-9,331",0.0301,0.31,0.00192,0.873,"109,979",228880
1980,0.309,0.93,11,"-6,399",0.125,0.0192,0.0022,0.376,"195,815",280000
1980,0.543,0.829,4,"-7,916",0.0497,0.00146,4.91E-05,0.64,"126,195",262027
1980,0.741,0.758,11,"-11,248",0.0865,0.278,1.21E-05,0.707,"104,592",193000
1980,0.709,0.701,10,"-12,169",0.0428,0.0562,0.00109,0.752,"102,465",339533
1980,0.418,0.452,1,"-13,099",0.0356,0.638,0.00026,0.168,"175,088",218733
1980,0.492,0.834,4,"-6,784",0.112,0.0652,0,0.675,"134,222",204413
1980,0.555,0.375,1,"-11,308",0.0418,0.627,1.96E-05,0.487,"138,992",273667
1980,0.927,0.379,11,"-15,887",0.136,0.216,8.30E-06,0.947,"111,733",246427
1980,0.52,0.916,2,"-5,772",0.0392,0.00215,0.0236,0.388,"86,414",342510
1980,0.602,0.348,2,"-11,892",0.0274,0.15,1.77E-06,0.447,"78,401",238973
1980,0.752,0.751,8,"-6,281",0.043,0.0642,0.00142,0.963,107,271240
1980,0.708,0.805,11,"-7,997",0.0306,0.0673,0.00213,0.775,"107,153",313160
1980,0.594,0.332,7,"-13,333",0.0283,0.506,0,0.255,"120,063",268867
1980,0.346,0.73,9,"-3,508",0.0365,0.266,6.38E-06,0.293,"119,224",221440
1980,0.577,0.799,4,"-6,361",0.0259,0.00226,0.000792,0.642,"126,363",233760
1980,0.518,0.574,6,"-8,352",0.057,0.193,4.93E-06,0.627,"141,369",229307
1980,0.592,0.761,7,"-6,947",0.0292,0.0878,1.57E-05,0.507,"123,268",247566
1980,0.722,0.765,7,"-12,488",0.0316,0.137,0.000618,0.88,"112,075",284333
1980,0.452,0.306,2,"-9,632",0.0274,0.235,1.91E-05,0.182,"144,125",210733
1980,0.741,0.827,10,"-6,999",0.0521,0.026,2.00E-06,0.936,"109,646",487867
1980,0.603,0.973,5,"-4,454",0.176,0.0272,0.00731,0.408,"122,756",273493
1980,0.78,0.523,9,"-8,884",0.051,0.06,0.0629,0.855,148,247293
1980,0.686,0.682,7,"-12,154",0.033,0.0806,0.000155,0.708,123,255220
1980,0.355,0.445,8,"-10,221",0.028,0.401,0,0.357,"76,093",236027
1980,0.564,0.774,1,"-9,424",0.0368,0.0135,0.00191,0.657,"100,894",277477
1980,0.718,0.523,3,"-10,375",0.0258,0.653,0.000193,0.861,90,246093
1980,0.739,0.896,7,"-5,549",0.111,0.142,0,0.854,"124,011",413707
1980,0.553,0.398,3,-12,0.0303,0.664,0,0.392,"76,074",229227
1980,0.731,0.347,9,"-16,691",0.0398,0.31,1.29E-05,0.855,"105,791",195507
1980,0.518,0.86,2,"-11,715",0.0587,0.0296,0,0.641,"178,147",250360
1980,0.392,0.464,4,"-8,647",0.039,0.753,0,0.239,"149,902",238773
1980,0.863,0.533,2,"-9,874",0.0615,0.608,0.00199,0.495,"109,465",234907
1980,0.492,0.352,1,"-14,948",0.0275,0.737,0,0.262,"79,369",263133
1980,0.361,0.23,2,"-14,915",0.033,0.917,0.0248,0.37,"124,568",364973
1980,0.485,0.863,0,"-6,037",0.0345,0.13,0.00178,0.793,"104,469",235640
1980,0.564,0.924,0,"-6,262",0.0417,0.0634,0.00017,0.702,128,297907
1980,0.682,0.752,7,"-9,126",0.0367,0.00203,0.00849,0.78,"117,784",237600
1980,0.887,0.48,11,"-11,994",0.117,0.0094,3.58E-05,0.607,"95,846",193200
1980,0.682,0.674,7,-10,0.0274,0.0391,0,0.921,"117,289",219533
1980,0.64,0.44,4,"-15,938",0.0295,0.226,4.43E-06,0.613,"86,952",221193
1980,0.557,0.824,2,"-9,053",0.0524,0.0291,0,0.549,"128,688",277293
1980,0.622,0.54,5,-14,0.0261,0.017,0.00771,0.847,"130,879",264907
1980,0.622,0.775,6,"-7,076",0.03,0.202,2.59E-05,0.779,"101,095",239267
1980,0.616,0.906,5,-6,0.0333,0.0784,0.000533,0.677,"123,328",249733
1980,0.577,0.676,8,"-11,931",0.0295,0.000895,2.29E-06,0.676,96,245267
1980,0.345,0.531,0,"-12,708",0.0305,0.00642,7.28E-06,0.49,"176,302",313693
1980,0.552,0.552,11,"-9,736",0.0364,0.052,0,0.593,"208,571",269760
1980,0.682,0.795,2,-11,0.033,0.0379,0.00498,0.862,"138,269",221160
1980,0.527,0.381,10,"-17,408",0.0299,0.0546,0.00965,0.295,"150,162",261827
1980,0.779,0.723,1,"-10,933",0.0387,0.144,0.00531,0.962,"115,599",241107
1980,0.751,0.515,0,-14,0.103,0.133,0.125,0.597,"83,913",296267
1980,0.751,0.552,9,"-13,447",0.0384,0.036,3.17E-06,0.695,"135,533",267867
1980,0.604,0.436,1,"-9,078",0.0323,0.636,0,0.304,"126,788",290493
1980,0.674,0.28,5,"-15,777",0.0282,0.482,3.51E-06,0.389,"69,042",251400
1980,0.235,0.385,0,"-8,787",0.054,0.84,9.10E-05,0.166,"76,033",265067
1980,0.583,0.572,5,"-13,567",0.0324,0.0218,0.000337,0.776,"164,016",236627
1980,0.853,0.484,3,"-8,634",0.068,0.329,0.00013,0.778,"94,849",271013
1980,0.708,0.804,4,"-7,669",0.0314,0.319,8.21E-05,0.96,"129,226",247280
1980,0.674,0.59,7,"-10,296",0.157,0.222,0,0.58,"98,728",327640
1980,0.7,0.623,4,"-11,604",0.0516,0.000744,0.0109,0.72,"119,798",375387
1980,0.596,0.655,9,"-9,531",0.0351,0.00572,0.000151,0.512,"143,797",218227
1980,0.555,0.461,1,"-6,584",0.0267,0.502,0,0.293,"130,421",179960
1980,0.716,0.521,0,"-14,635",0.0295,0.127,5.33E-06,0.845,"120,461",296467
1980,0.831,0.864,11,"-8,105",0.0438,0.243,3.63E-05,0.891,"118,268",231693
1980,0.359,0.522,2,"-10,434",0.0584,0.077,0.000127,0.712,"202,446",233800
1980,0.816,0.517,2,"-12,278",0.0546,0.0517,0.023,0.757,"127,543",366373
1980,0.627,0.385,9,"-13,655",0.0537,0.334,0,0.766,"205,726",230107
1980,0.601,0.649,7,-11,0.0554,0.0285,7.71E-05,0.708,122,201133
1980,0.586,0.845,1,"-7,335",0.046,0.0529,1.57E-06,0.615,"116,455",204373
1980,0.531,0.924,10,"-7,534",0.0371,0.000246,1.14E-05,0.615,"108,057",314840
1980,0.696,0.527,8,"-14,275",0.0329,0.108,0.000897,0.974,"128,962",159867
1980,0.552,0.198,4,"-12,573",0.0357,0.227,6.19E-05,0.359,"135,632",325307
1980,0.499,0.763,7,"-11,617",0.0704,0.244,1.40E-05,0.895,"152,677",234853
1980,0.831,0.47,5,"-10,939",0.0529,0.176,0,0.79,"108,969",169987
1980,0.549,0.432,9,"-7,339",0.0304,0.796,0.00605,0.277,"80,893",241707
1980,0.627,0.455,0,"-16,185",0.0806,0.0475,0.0543,0.858,"181,498",235507
1980,0.758,0.576,10,"-11,477",0.0417,0.589,9.57E-06,0.712,"128,214",226627
1980,0.865,0.737,7,"-7,175",0.07,0.233,3.59E-05,0.848,"110,921",299093
1980,0.757,0.837,2,"-6,943",0.0508,0.296,0,0.592,"132,152",243093
1980,0.522,0.682,6,"-10,183",0.0344,0.29,1.23E-05,0.529,"111,902",261560
1980,0.724,0.766,11,-12,0.0579,0.516,0.00959,0.642,"100,611",225227
1980,0.79,0.653,1,"-11,511",0.0397,0.00717,0,0.94,"99,826",237240
1980,0.729,0.513,0,-15,0.0621,0.069,0.000407,0.961,"104,344",229000
1980,0.641,0.593,0,-14,0.0321,0.14,0,0.63,"129,089",257533
1980,0.705,0.536,4,-13,0.0385,0.214,1.17E-05,0.74,"96,936",257000
1980,0.583,0.924,2,"-8,277",0.0314,0.042,0.00531,0.817,"130,335",260827
1980,0.533,0.771,4,"-6,512",0.028,0.0883,0,0.853,"103,262",216867
1980,0.515,0.841,6,"-4,983",0.0352,0.00647,0,0.765,"135,925",237133
1980,0.536,0.801,4,"-11,521",0.0282,0.106,0.0906,0.862,"143,048",244240
1980,0.601,0.73,2,"-11,103",0.0361,0.203,2.00E-05,0.684,"116,313",246400
1980,0.796,0.52,10,"-11,867",0.0354,0.185,1.72E-05,0.919,"113,828",244560
1980,0.691,0.648,5,"-7,381",0.0281,0.488,0,0.707,"92,854",302533
1980,0.678,0.477,11,"-11,367",0.0897,0.645,0.00625,0.609,"81,561",280507
1980,0.635,0.872,0,"-12,744",0.0445,0.245,0.0637,0.927,111,186667
1980,0.554,0.741,8,"-6,587",0.165,0.0365,0.000975,0.956,"202,347",188107
1980,0.475,0.477,7,"-9,284",0.0307,0.0595,0.805,0.109,"135,383",303253
1980,0.617,0.86,11,"-4,548",0.0896,0.138,9.32E-06,0.739,"115,727",259933
1980,0.491,0.909,0,"-4,451",0.0351,0.0341,9.64E-06,0.945,151,225560
1980,0.504,0.906,0,"-5,376",0.0413,0.0325,9.57E-06,0.579,"133,659",279573
1980,0.684,0.79,7,"-10,247",0.035,0.049,0.000459,0.956,"138,153",233293
1980,0.341,0.73,11,"-13,221",0.0467,0.0256,2.49E-06,0.752,"130,076",222440
1980,0.865,0.394,11,"-12,235",0.0528,0.0832,0.00231,0.642,"115,937",521693
1980,0.711,0.737,1,"-5,416",0.0263,0.194,0.0192,0.303,"102,031",240986
1980,0.608,0.679,2,"-10,808",0.0314,0.0023,0.00048,0.961,"128,024",184933
1980,0.746,0.79,11,-5,0.0257,0.0485,0.0261,0.891,"107,231",220867
1980,0.71,0.633,9,"-13,537",0.0299,0.0723,1.57E-06,0.965,"124,317",287000
1980,0.508,0.947,7,"-6,995",0.085,0.0777,0,0.691,"145,099",220415
1980,0.326,0.312,10,"-10,307",0.0284,0.678,1.16E-06,0.13,"137,115",264960
1980,0.585,0.832,5,"-5,016",0.0814,0.168,5.09E-05,0.952,"80,614",288547
1980,0.409,0.428,11,"-13,195",0.0412,0.462,8.22E-05,0.04,"119,941",263227
1980,0.667,0.363,4,"-13,498",0.0275,0.138,7.02E-06,0.224,"109,208",308200
1980,0.632,0.572,3,-12,0.0248,0.0213,0,0.716,"101,917",222747
1980,0.68,0.67,0,"-8,459",0.113,0.0212,3.44E-05,0.812,"121,054",216240
1980,0.779,0.759,4,"-12,799",0.0387,0.236,0.046,0.838,"124,983",234973
1980,0.611,0.826,0,"-4,119",0.0858,0.148,2.36E-05,0.792,"152,354",243360
1980,0.66,0.358,5,"-11,184",0.0287,0.255,0,0.625,"166,904",250933
1980,0.453,0.708,3,"-11,665",0.047,0.0517,0.00284,0.85,"151,508",163400
1980,0.55,0.679,7,"-10,491",0.0411,0.00308,1.17E-05,0.853,"145,882",185200
1980,0.456,0.292,3,"-10,079",0.0399,0.849,1.25E-05,0.192,"112,831",254067
1980,0.209,0.795,0,"-7,241",0.0443,0.0109,5.63E-05,0.682,"171,975",376733
1980,0.487,0.192,1,"-17,308",0.0291,0.575,2.61E-06,0.26,"62,086",259533
1980,0.626,0.781,2,"-5,998",0.0302,0.221,0,0.704,"100,081",217733
1980,0.42,0.822,11,"-8,269",0.0542,0.000427,3.83E-05,0.843,"165,936",144773
1980,0.456,0.472,5,"-7,354",0.0267,0.802,0.000116,0.23,"98,381",235467
1980,0.731,0.851,4,"-4,085",0.103,0.243,0.000142,0.582,"97,005",343413
1980,0.757,0.602,0,"-12,985",0.0326,0.222,0.000123,0.963,"128,854",203560
1980,0.7,0.504,2,"-9,494",0.0286,0.123,0.000603,0.588,104,269307
1980,0.287,0.84,6,"-3,947",0.0404,0.0551,0.0225,0.648,"202,903",214373
1980,0.755,0.438,9,"-13,623",0.033,0.0498,2.76E-06,0.766,"126,015",200280
1980,0.704,0.557,4,"-12,813",0.0316,0.175,0.00231,0.777,"113,194",226453
1980,0.752,0.684,0,"-7,599",0.15,0.0994,0,0.539,"141,075",176440
1980,0.509,0.681,4,"-10,659",0.0306,0.499,5.36E-05,0.33,"143,645",238800
1980,0.713,0.569,0,"-12,872",0.0298,0.00296,2.46E-05,0.648,"111,663",254400
1980,0.598,0.848,9,"-6,934",0.042,0.0151,0.00545,0.714,"144,562",251293
1980,0.649,0.618,9,"-10,728",0.0265,0.596,1.46E-06,0.667,"114,688",210267
1980,0.69,0.862,8,"-4,242",0.0324,0.0394,0.000316,0.749,"133,474",210973
1980,0.552,0.425,0,"-8,144",0.0272,0.558,1.85E-06,0.0793,"131,914",253573
1980,0.41,0.24,1,-15,0.0318,0.318,2.00E-06,0.167,"112,808",296107
1980,0.698,0.792,11,"-10,011",0.0496,0.268,5.17E-05,0.796,"119,082",276667
1980,0.788,0.532,8,"-10,334",0.0375,0.376,1.63E-06,0.841,"110,057",284507
1980,0.366,0.238,1,"-13,853",0.0381,0.646,1.00E-05,0.131,"68,362",200507
1980,0.652,0.386,7,"-13,108",0.0297,0.236,0.000431,0.508,"107,784",252507
1980,0.615,0.783,0,"-8,716",0.0303,0.0717,0.000109,0.634,"115,133",251853
1980,0.693,0.93,0,"-5,884",0.0442,0.0176,0.327,0.685,"128,853",271907
1980,0.496,0.822,5,"-3,996",0.0315,0.115,0,0.42,"139,561",239773
1980,0.681,0.83,0,"-6,088",0.0271,0.0149,0.00376,0.817,"103,777",250133
1980,0.743,0.799,6,"-5,366",0.027,0.085,0.000136,0.762,"104,893",235933
1980,0.491,0.314,0,"-14,144",0.0336,0.644,0,0.192,"125,685",255493
1980,0.485,0.527,4,"-15,904",0.0362,0.028,0.0334,0.622,"139,029",244227
1980,0.505,0.635,0,"-9,575",0.0267,0.0887,0,0.696,"137,811",212093
1980,0.767,0.811,7,"-8,548",0.0766,0.0866,0,0.858,"147,423",200627
1980,0.66,0.655,3,"-12,967",0.0275,0.0818,0.0242,0.672,"130,224",318613
1980,0.645,0.306,7,"-15,811",0.031,0.57,0,0.296,"121,953",252400
1980,0.706,0.583,2,"-13,352",0.0418,0.0155,0.0462,0.807,"116,668",230560
1980,0.777,0.645,9,"-14,631",0.036,0.00813,0.00312,0.947,"125,442",178333
1980,0.588,0.831,9,"-4,463",0.0295,0.101,0.00288,0.706,"109,756",248200
1980,0.751,0.467,5,"-9,295",0.0314,0.468,8.80E-05,0.935,"118,159",259267
1980,0.512,0.832,2,"-7,875",0.039,0.017,0.000295,0.704,"128,035",282067
1980,0.671,0.707,9,"-11,549",0.0336,0.0645,0.0163,0.599,"125,829",285533
1980,0.939,0.487,10,"-7,641",0.153,0.0172,0.0124,0.646,"117,637",359280
1980,0.607,0.786,0,"-7,081",0.0596,0.00552,0.000169,0.905,"96,569",243427
1980,0.43,0.946,2,"-7,932",0.0506,0.017,0.000143,0.545,"156,709",279000
1980,0.356,0.331,7,"-11,065",0.0435,0.445,0,0.263,"111,995",184640
1980,0.551,0.947,2,"-4,671",0.152,0.000652,0.000257,0.466,"127,657",282747
1980,0.759,0.675,3,"-14,366",0.0422,0.0261,0.0341,0.866,"127,522",543560
1980,0.68,0.559,7,"-13,518",0.0457,0.0698,0.000195,0.802,"93,844",436507
1980,0.628,0.658,2,"-6,207",0.0338,0.555,2.42E-05,0.878,"184,467",282533
1980,0.611,0.579,0,"-4,125",0.0303,0.673,0,0.58,"106,989",256705
1980,0.853,0.981,8,"-3,947",0.0751,0.247,0.468,0.595,"118,193",257760
1980,0.488,0.862,1,"-7,653",0.034,0.169,0.0255,0.497,"169,956",308773
1980,0.71,0.378,5,"-13,162",0.068,0.565,0,0.118,"121,242",282080
1980,0.664,0.667,9,"-8,037",0.0369,0.0036,0.000115,0.699,"118,908",218360
1980,0.675,0.638,4,"-10,801",0.0289,0.0397,0.0672,0.875,"110,968",247693
1980,0.813,0.342,8,"-16,599",0.051,0.236,0,0.93,138,263200
1980,0.514,0.225,7,"-17,071",0.0313,0.825,0.0422,0.144,"80,777",251267
1980,0.491,0.589,8,"-12,952",0.028,0.00543,3.40E-05,0.487,"85,046",238533
1980,0.768,0.691,3,"-15,439",0.0334,0.109,1.57E-05,0.979,"147,638",312093
1980,0.811,0.76,0,"-6,685",0.0389,0.225,0,0.913,117,253987
1980,0.766,0.771,11,"-9,562",0.0389,0.104,2.05E-05,0.842,"111,186",300227
1980,0.471,0.602,7,"-12,614",0.0655,0.0218,0.00721,0.715,"176,001",216712
1980,0.732,0.893,2,"-8,355",0.0488,0.0816,2.05E-05,0.654,"125,487",305467
1980,0.574,0.789,2,"-5,211",0.0324,0.000231,0.0544,0.706,"127,496",207027
1980,0.625,0.908,2,"-4,345",0.0483,0.00118,0.029,0.574,"116,228",225333
1980,0.798,0.898,0,-7,0.0472,0.0592,0.000107,0.89,"113,207",253733
1980,0.577,0.573,4,"-11,357",0.0355,0.191,0.0113,0.574,"113,076",275733
1980,0.495,0.772,9,"-11,164",0.0535,0.00658,6.27E-06,0.56,"153,743",239000
1980,0.628,0.779,0,"-11,841",0.0831,0.224,0.776,0.936,"180,837",217573
1980,0.754,0.763,2,"-7,076",0.08,0.142,0.000287,0.912,"111,087",275133
1980,0.475,0.707,6,"-7,698",0.0352,0.199,0.261,0.641,"76,799",439667
1980,0.309,0.692,7,"-11,403",0.055,0.795,0.0142,0.587,203,274293
1980,0.736,0.649,10,"-7,803",0.0273,0.291,0.00108,0.777,"110,618",230173
1980,0.655,0.477,1,"-9,616",0.0421,0.029,0.000221,0.642,"92,097",238013
1980,0.71,0.633,2,"-9,376",0.0531,0.457,1.50E-05,0.702,"151,522",222160
1980,0.669,0.807,9,"-9,352",0.0415,0.0738,0.0147,0.718,"124,542",187208
1980,0.657,0.467,5,"-8,925",0.0341,0.667,1.92E-06,0.276,"100,139",251760
1980,0.745,0.879,11,"-7,662",0.0394,0.217,5.89E-05,0.789,"92,004",287373
1980,0.832,0.453,9,"-15,012",0.0618,0.172,2.27E-05,0.783,"122,363",227707
1980,0.66,0.688,4,"-12,563",0.0304,0.216,0.0016,0.718,"87,126",220427
1980,0.838,0.671,3,"-8,328",0.0346,0.252,0,0.961,"126,012",210627
1980,0.663,0.511,0,"-8,744",0.0293,0.106,1.05E-05,0.687,125,301293
1980,0.652,0.741,2,"-12,071",0.0342,0.0611,0.000177,0.429,"102,084",237627
1980,0.359,0.283,10,"-14,438",0.0339,0.537,0,0.317,"132,726",246160
1980,0.767,0.79,5,"-5,495",0.0846,0.257,1.01E-06,0.876,115,268653
1980,0.236,0.609,9,"-13,744",0.0515,0.266,0.263,0.647,"200,583",325640
1980,0.687,0.682,2,"-14,139",0.03,0.0673,0.0149,0.945,"120,004",376173
1980,0.535,0.532,11,"-9,865",0.0291,0.508,0,0.3,"79,107",254476
1980,0.747,0.406,2,"-12,134",0.0302,0.499,0.000122,0.602,"112,347",210027
1980,0.591,0.651,0,"-12,882",0.0424,0.42,1.97E-06,0.824,"132,539",302200
1980,0.573,0.91,6,"-3,813",0.037,0.0261,0.00219,0.611,"123,167",226227
1980,0.83,0.668,4,"-9,875",0.0497,0.0307,0.0592,0.796,"124,881",353920
1980,0.476,0.331,5,"-14,884",0.0305,0.31,2.82E-06,0.24,"130,574",283133
1980,0.612,0.585,5,"-11,931",0.0337,0.0137,0.0068,0.799,149,207533
1980,0.782,0.673,1,"-10,088",0.0278,0.222,2.51E-05,0.5,"119,949",218333
1980,0.561,0.319,9,"-13,418",0.0313,0.466,0,0.329,"120,106",239667
1980,0.631,0.853,5,-4,0.035,0.266,0.000229,0.736,"88,936",218653
1980,0.656,0.879,2,"-6,462",0.0444,0.00181,0,0.474,"102,724",289507
1980,0.876,0.498,4,"-11,526",0.0546,0.0225,0.000298,0.973,"118,154",190893
1980,0.682,0.73,5,"-6,215",0.0293,0.00333,0,0.718,121,235413
1980,0.664,0.695,0,"-11,543",0.0292,0.134,0.0444,0.656,"113,762",236093
1980,0.643,0.712,5,"-6,385",0.0266,0.0576,0.00467,0.636,103,250027
1980,0.358,0.191,0,"-16,062",0.0312,0.897,0,0.115,"74,719",254880
1980,0.67,0.886,0,"-10,967",0.0637,0.00209,0.0496,0.941,"130,052",439200
1980,0.657,0.826,4,"-12,339",0.0358,0.0254,0.00974,0.685,"128,144",368760
1980,0.767,0.873,10,"-9,562",0.0957,0.195,1.57E-05,0.946,"107,533",214267
1980,0.724,0.891,11,"-7,818",0.0995,0.00344,4.66E-05,0.819,"103,022",204707
1980,0.756,0.417,7,"-14,943",0.0309,0.178,1.80E-06,0.831,"113,996",271867
1980,0.615,0.921,9,"-4,676",0.041,0.0731,0.000179,0.744,"126,947",274520
1980,0.525,0.802,2,"-5,905",0.0568,0.0909,2.45E-05,0.764,"177,732",204653
1980,0.673,0.678,7,"-9,094",0.0447,0.137,0.000286,0.728,"120,677",269893
1980,0.77,0.77,11,-9,0.0313,0.0767,1.21E-05,0.961,"118,268",249640
1980,0.688,0.666,10,"-11,945",0.032,0.34,0,0.727,"134,389",261688
1980,0.493,0.665,9,"-13,817",0.0424,0.117,0,0.877,"152,644",270800
1980,0.716,0.773,0,"-6,329",0.0369,0.471,0,0.916,"117,057",224493
1980,0.763,0.282,1,"-17,004",0.0555,0.108,0,0.912,"159,931",268493
1980,0.651,0.606,2,"-12,032",0.0293,0.0421,1.29E-05,0.886,114,233827
1980,0.348,0.0834,5,-16,0.0299,0.849,6.12E-06,0.138,83,237227
1980,0.238,0.555,0,"-9,613",0.069,0.288,0.00646,0.477,202,243933
1980,0.856,0.735,9,"-7,643",0.0352,0.144,0.41,0.747,"120,474",248413
1980,0.504,0.904,6,"-6,863",0.179,0.356,0.121,0.772,"176,808",183440
1980,0.358,0.542,5,"-7,504",0.0347,0.512,0.0117,0.357,"126,865",223960
1980,0.718,0.88,11,"-6,792",0.0288,0.0659,0,0.966,"130,445",263040
1980,0.638,0.72,5,"-6,846",0.0275,0.29,0.000817,0.824,"123,689",230267
1980,0.694,0.716,7,"-7,468",0.0513,0.00909,0.000814,0.889,"121,427",337187
1980,0.819,0.631,6,"-11,291",0.112,0.00939,0.00217,0.776,"123,215",485400
1980,0.567,0.369,0,"-10,127",0.0301,0.45,9.38E-05,0.297,"135,458",247493
1980,0.512,0.311,0,"-21,078",0.0275,0.323,2.56E-06,0.445,98,255333
1980,0.522,0.74,9,"-6,496",0.0284,0.0286,0.00126,0.639,"139,031",259747
1980,0.454,0.186,1,"-16,281",0.031,0.727,5.49E-06,0.303,"136,173",223667
1980,0.586,0.574,4,-11,0.0312,0.135,0,0.739,"146,738",211227
1980,0.645,0.828,0,"-8,493",0.0373,0.234,0,0.774,"121,217",191667
1980,0.305,0.492,7,"-12,948",0.0287,0.0128,0.00322,0.825,"202,054",156000
1980,0.585,0.244,8,"-10,184",0.0272,0.486,0,0.279,"135,624",188827
1980,0.775,0.583,9,-13,0.0433,0.0187,0.0416,0.647,"125,084",249960
1980,0.871,0.532,10,"-13,335",0.0677,0.126,0.00819,0.74,"116,574",347667
1980,0.437,0.81,4,"-5,396",0.0955,0.153,0,0.616,"147,723",276893
1980,0.521,0.743,2,"-5,903",0.0338,0.249,0,0.451,"117,129",195293
1980,0.598,0.779,6,"-7,735",0.0299,0.000625,0.000728,0.721,"153,623",244960
1980,0.569,0.368,0,"-14,124",0.0287,0.527,0,0.247,"133,606",253933
1980,0.36,0.909,8,"-6,827",0.0663,0.000347,3.28E-05,0.647,"155,293",217387
1980,0.577,0.788,4,"-6,813",0.0309,0.00727,1.27E-05,0.914,"105,428",225867
1980,0.473,0.241,5,"-14,872",0.0323,0.89,0.00386,0.404,"115,163",357360
1980,0.763,0.534,5,"-8,772",0.0339,0.0532,0,0.781,"126,287",239787
1980,0.734,0.463,2,"-10,004",0.0415,0.0271,0.00804,0.837,"123,594",424960
1980,0.839,0.623,1,"-13,712",0.108,0.346,0.0138,0.668,"103,799",235373
1980,0.813,0.759,6,"-7,882",0.0878,0.719,0.0071,0.963,"82,941",257000
1980,0.689,0.497,2,"-14,377",0.0319,0.263,5.60E-06,0.639,"114,034",212893
1980,0.267,0.16,8,"-13,155",0.0362,0.689,0,0.122,"62,308",244973
1980,0.742,0.94,2,"-3,485",0.0756,0.0866,0.0279,0.782,"121,747",204427
1980,0.32,0.454,9,-6,0.0252,0.56,0,0.292,"82,145",191453
1980,0.457,0.785,6,"-6,783",0.0383,0.548,0.000781,0.522,"126,947",294733
1980,0.475,0.535,7,"-11,719",0.0604,0.205,4.45E-06,0.47,"99,593",254440
1980,0.489,0.429,3,"-12,195",0.0272,0.474,0,0.606,"104,983",237467
1980,0.818,0.512,0,"-12,491",0.0363,0.183,4.20E-06,0.96,"117,842",279413
1980,0.702,0.956,3,-5,0.033,0.28,0.00927,0.935,"130,041",247666
1980,0.44,0.674,0,"-11,249",0.0305,0.00696,3.04E-05,0.722,"140,022",193227
1980,0.604,0.538,10,"-6,285",0.0228,0.256,0,0.446,"85,332",270787
1980,0.62,0.688,7,"-12,892",0.0435,0.00181,0.00482,0.793,"112,122",242333
1980,0.595,0.747,10,"-12,899",0.035,0.281,0.000662,0.655,"134,916",253600
1980,0.436,0.582,5,"-13,563",0.0425,0.00589,1.77E-05,0.401,"174,109",141027
1980,0.588,0.442,7,-10,0.0274,0.148,0,0.402,"135,476",212640
1980,0.34,0.336,8,"-7,288",0.0289,0.765,0.000114,0.0932,"142,631",234053
1980,0.679,0.829,9,"-7,288",0.0604,0.0875,2.46E-06,0.812,120,232080
1980,0.874,0.556,11,"-9,322",0.0708,0.00643,0.311,0.883,"122,849",244733
1980,0.706,0.585,5,"-11,769",0.0306,0.161,0.00817,0.349,"136,044",437320
1980,0.753,0.454,0,"-14,129",0.0537,0.0319,3.60E-05,0.798,"130,704",235000
1980,0.435,0.828,0,"-8,764",0.101,0.31,4.07E-05,0.743,"116,141",206373
1980,0.51,0.699,2,"-11,688",0.0599,0.0836,0,0.693,139,178480
1980,0.745,0.672,5,"-9,866",0.037,0.225,3.21E-06,0.962,117,238867
1980,0.66,0.806,2,-8,0.0324,0.00332,1.40E-05,0.944,"122,041",253253
1980,0.66,0.738,5,"-11,294",0.0287,0.0651,0.0144,0.704,"115,813",222200
1980,0.648,0.688,7,"-13,139",0.0431,0.0489,0.0362,0.963,"157,954",204240
1980,0.81,0.722,11,"-7,101",0.0429,0.0877,0.000885,0.963,"138,011",251160
